,label,run,error,n,d,rho,ratio,time
8351,"instance optimal, clipped",5,10.452261148482215,4096,2048,0.5,0.5,1.4513864517211914
8352,Empirical mean (non-private),5,5.135751953125,4096,2048,0.5,0.75,0.0
8353,"PLAN(oracle), unclipped",5,11.622183980815743,4096,2048,0.5,0.75,4.040389537811279
8354,"PLAN(oracle), clipped",5,11.620225996240041,4096,2048,0.5,0.75,-4.040389537811279
8355,"PLAN(paper), unclipped",5,11.875042390600342,4096,2048,0.5,0.75,4.147098064422607
8356,"PLAN(paper), clipped",5,11.871849697285711,4096,2048,0.5,0.75,-4.147098064422607
8357,"PLAN(noscale), unclipped",5,13.216968615306198,4096,2048,0.5,0.75,3.9335269927978516
8358,"PLAN(noscale), clipped",5,13.22054856650299,4096,2048,0.5,0.75,-3.9335269927978516
8359,"instance optimal, unclipped",5,13.041985156997058,4096,2048,0.5,0.75,1.5693767070770264
8360,"instance optimal, clipped",5,13.042196911266304,4096,2048,0.5,0.75,1.5693767070770264
8361,Empirical mean (non-private),5,6.3487548828125,4096,2048,0.5,1.0,0.0
8362,"PLAN(oracle), unclipped",5,14.774535918540234,4096,2048,0.5,1.0,5.2928993701934814
8363,"PLAN(oracle), clipped",5,14.778156302929819,4096,2048,0.5,1.0,-5.2928993701934814
8364,"PLAN(paper), unclipped",5,14.943318265832865,4096,2048,0.5,1.0,5.365227699279785
8365,"PLAN(paper), clipped",5,14.940020340813485,4096,2048,0.5,1.0,-5.365227699279785
8366,"PLAN(noscale), unclipped",5,15.039326108753514,4096,2048,0.5,1.0,5.285326719284058
8367,"PLAN(noscale), clipped",5,15.036523070110581,4096,2048,0.5,1.0,-5.285326719284058
8368,"instance optimal, unclipped",5,14.72413031621169,4096,2048,0.5,1.0,1.4127397537231445
8369,"instance optimal, clipped",5,14.723389751610775,4096,2048,0.5,1.0,1.4127397537231445
8370,Empirical mean (non-private),6,1.2381591796875,4096,2048,0.5,0.0,0.0
8371,"PLAN(oracle), unclipped",6,2.5206665870886455,4096,2048,0.5,0.0,0.11770439147949219
8372,"PLAN(oracle), clipped",6,2.514405530706906,4096,2048,0.5,0.0,-0.11770439147949219
8373,"PLAN(paper), unclipped",6,2.4982945341757996,4096,2048,0.5,0.0,0.11136817932128906
8374,"PLAN(paper), clipped",6,2.4952828190688834,4096,2048,0.5,0.0,-0.11136817932128906
8375,"PLAN(noscale), unclipped",6,2.591906391373379,4096,2048,0.5,0.0,0.11072659492492676
8376,"PLAN(noscale), clipped",6,2.5892753006208986,4096,2048,0.5,0.0,-0.11072659492492676
8377,"instance optimal, unclipped",6,2.7570085978691656,4096,2048,0.5,0.0,1.449263334274292
8378,"instance optimal, clipped",6,2.755876141629367,4096,2048,0.5,0.0,1.449263334274292
8379,Empirical mean (non-private),6,2.588564453125,4096,2048,0.5,0.25,0.0
8380,"PLAN(oracle), unclipped",6,5.664977383498226,4096,2048,0.5,0.25,1.4583909511566162
8381,"PLAN(oracle), clipped",6,5.68610746937166,4096,2048,0.5,0.25,-1.4583909511566162
8382,"PLAN(paper), unclipped",6,5.762565128611017,4096,2048,0.5,0.25,1.335639238357544
8383,"PLAN(paper), clipped",6,5.762482429863114,4096,2048,0.5,0.25,-1.335639238357544
8384,"PLAN(noscale), unclipped",6,7.706387081513787,4096,2048,0.5,0.25,1.3097314834594727
8385,"PLAN(noscale), clipped",6,7.708015596484422,4096,2048,0.5,0.25,-1.3097314834594727
8386,"instance optimal, unclipped",6,7.755111175430497,4096,2048,0.5,0.25,1.4887752532958984
8387,"instance optimal, clipped",6,7.754785293541158,4096,2048,0.5,0.25,1.4887752532958984
8388,Empirical mean (non-private),6,3.763662109375,4096,2048,0.5,0.5,0.0
8389,"PLAN(oracle), unclipped",6,9.068666858672563,4096,2048,0.5,0.5,2.6979615688323975
8390,"PLAN(oracle), clipped",6,9.065449279702637,4096,2048,0.5,0.5,-2.6979615688323975
8391,"PLAN(paper), unclipped",6,9.085781631570221,4096,2048,0.5,0.5,2.6696434020996094
8392,"PLAN(paper), clipped",6,9.08040014211429,4096,2048,0.5,0.5,-2.6696434020996094
8393,"PLAN(noscale), unclipped",6,10.71515082297582,4096,2048,0.5,0.5,2.740431070327759
8394,"PLAN(noscale), clipped",6,10.715779111295111,4096,2048,0.5,0.5,-2.740431070327759
8395,"instance optimal, unclipped",6,10.146352770323325,4096,2048,0.5,0.5,1.5026776790618896
8396,"instance optimal, clipped",6,10.143784061906285,4096,2048,0.5,0.5,1.5026776790618896
8397,Empirical mean (non-private),6,5.0563427734375,4096,2048,0.5,0.75,0.0
8398,"PLAN(oracle), unclipped",6,11.93357471501907,4096,2048,0.5,0.75,3.96832275390625
8399,"PLAN(oracle), clipped",6,11.934726553087641,4096,2048,0.5,0.75,-3.96832275390625
8400,"PLAN(paper), unclipped",6,12.330234328412658,4096,2048,0.5,0.75,3.948357105255127
8401,"PLAN(paper), clipped",6,12.325244383203305,4096,2048,0.5,0.75,-3.948357105255127
8402,"PLAN(noscale), unclipped",6,12.945769169413754,4096,2048,0.5,0.75,3.947503089904785
8403,"PLAN(noscale), clipped",6,12.941686847542137,4096,2048,0.5,0.75,-3.947503089904785
8404,"instance optimal, unclipped",6,12.661486369129165,4096,2048,0.5,0.75,1.449570655822754
8405,"instance optimal, clipped",6,12.660420908942566,4096,2048,0.5,0.75,1.449570655822754
8406,Empirical mean (non-private),6,6.3216552734375,4096,2048,0.5,1.0,0.0
8407,"PLAN(oracle), unclipped",6,15.11312928122905,4096,2048,0.5,1.0,5.466501474380493
8408,"PLAN(oracle), clipped",6,15.113209232486032,4096,2048,0.5,1.0,-5.466501474380493
8409,"PLAN(paper), unclipped",6,15.433062573949389,4096,2048,0.5,1.0,5.6155054569244385
8410,"PLAN(paper), clipped",6,15.439227030609075,4096,2048,0.5,1.0,-5.6155054569244385
8411,"PLAN(noscale), unclipped",6,14.982018630921687,4096,2048,0.5,1.0,5.180953502655029
8412,"PLAN(noscale), clipped",6,14.98749587086131,4096,2048,0.5,1.0,-5.180953502655029
8413,"instance optimal, unclipped",6,14.237999608770199,4096,2048,0.5,1.0,1.4177334308624268
8414,"instance optimal, clipped",6,14.237382111802857,4096,2048,0.5,1.0,1.4177334308624268
8415,Empirical mean (non-private),7,1.2650000000000001,4096,2048,0.5,0.0,0.0
8416,"PLAN(oracle), unclipped",7,2.52482169869186,4096,2048,0.5,0.0,0.11719584465026855
8417,"PLAN(oracle), clipped",7,2.522669630197619,4096,2048,0.5,0.0,-0.11719584465026855
8418,"PLAN(paper), unclipped",7,2.419535002359307,4096,2048,0.5,0.0,0.11064434051513672
8419,"PLAN(paper), clipped",7,2.4175310768507767,4096,2048,0.5,0.0,-0.11064434051513672
8420,"PLAN(noscale), unclipped",7,2.606594309641048,4096,2048,0.5,0.0,0.11064434051513672
8421,"PLAN(noscale), clipped",7,2.603605665879662,4096,2048,0.5,0.0,-0.11064434051513672
8422,"instance optimal, unclipped",7,2.719615405730096,4096,2048,0.5,0.0,1.4142394065856934
8423,"instance optimal, clipped",7,2.7190525118130022,4096,2048,0.5,0.0,1.4142394065856934
8424,Empirical mean (non-private),7,2.577646484375,4096,2048,0.5,0.25,0.0
8425,"PLAN(oracle), unclipped",7,5.870823093670522,4096,2048,0.5,0.25,1.3012361526489258
8426,"PLAN(oracle), clipped",7,5.87857793880433,4096,2048,0.5,0.25,-1.3012361526489258
8427,"PLAN(paper), unclipped",7,5.847122877427195,4096,2048,0.5,0.25,1.30238676071167
8428,"PLAN(paper), clipped",7,5.846247035859143,4096,2048,0.5,0.25,-1.30238676071167
8429,"PLAN(noscale), unclipped",7,7.85595394285995,4096,2048,0.5,0.25,1.3051371574401855
8430,"PLAN(noscale), clipped",7,7.859978058929512,4096,2048,0.5,0.25,-1.3051371574401855
8431,"instance optimal, unclipped",7,7.464263487493309,4096,2048,0.5,0.25,1.4667656421661377
8432,"instance optimal, clipped",7,7.4656003809860945,4096,2048,0.5,0.25,1.4667656421661377
8433,Empirical mean (non-private),7,3.754833984375,4096,2048,0.5,0.5,0.0
8434,"PLAN(oracle), unclipped",7,9.160930911842424,4096,2048,0.5,0.5,2.6393771171569824
8435,"PLAN(oracle), clipped",7,9.159395789196898,4096,2048,0.5,0.5,-2.6393771171569824
8436,"PLAN(paper), unclipped",7,8.963200565079966,4096,2048,0.5,0.5,2.6209022998809814
8437,"PLAN(paper), clipped",7,8.957673832188938,4096,2048,0.5,0.5,-2.6209022998809814
8438,"PLAN(noscale), unclipped",7,10.812374199305829,4096,2048,0.5,0.5,2.63132381439209
8439,"PLAN(noscale), clipped",7,10.817762159212373,4096,2048,0.5,0.5,-2.63132381439209
8440,"instance optimal, unclipped",7,10.40856888234233,4096,2048,0.5,0.5,1.4068636894226074
8441,"instance optimal, clipped",7,10.408212748599343,4096,2048,0.5,0.5,1.4068636894226074
8442,Empirical mean (non-private),7,5.3674267578125,4096,2048,0.5,0.75,0.0
8443,"PLAN(oracle), unclipped",7,12.0957646935614,4096,2048,0.5,0.75,4.151280879974365
8444,"PLAN(oracle), clipped",7,12.097021652139293,4096,2048,0.5,0.75,-4.151280879974365
8445,"PLAN(paper), unclipped",7,11.829966502296479,4096,2048,0.5,0.75,3.9579620361328125
8446,"PLAN(paper), clipped",7,11.829021196410704,4096,2048,0.5,0.75,-3.9579620361328125
8447,"PLAN(noscale), unclipped",7,13.163984675988083,4096,2048,0.5,0.75,4.057620286941528
8448,"PLAN(noscale), clipped",7,13.164759957496797,4096,2048,0.5,0.75,-4.057620286941528
8449,"instance optimal, unclipped",7,12.844097292833172,4096,2048,0.5,0.75,1.4377729892730713
8450,"instance optimal, clipped",7,12.840661050473807,4096,2048,0.5,0.75,1.4377729892730713
8451,Empirical mean (non-private),7,6.617431640625,4096,2048,0.5,1.0,0.0
8452,"PLAN(oracle), unclipped",7,15.064703707159333,4096,2048,0.5,1.0,5.566084861755371
8453,"PLAN(oracle), clipped",7,15.081874358258347,4096,2048,0.5,1.0,-5.566084861755371
8454,"PLAN(paper), unclipped",7,15.160593300168916,4096,2048,0.5,1.0,5.345799446105957
8455,"PLAN(paper), clipped",7,15.156170309169063,4096,2048,0.5,1.0,-5.345799446105957
8456,"PLAN(noscale), unclipped",7,15.002277106594965,4096,2048,0.5,1.0,5.297775745391846
8457,"PLAN(noscale), clipped",7,14.982398333797827,4096,2048,0.5,1.0,-5.297775745391846
8458,"instance optimal, unclipped",7,14.565029111132507,4096,2048,0.5,1.0,1.4809675216674805
8459,"instance optimal, clipped",7,14.564444210532056,4096,2048,0.5,1.0,1.4809675216674805
8460,Empirical mean (non-private),8,1.2623779296875,4096,2048,0.5,0.0,0.0
8461,"PLAN(oracle), unclipped",8,2.5299627997516807,4096,2048,0.5,0.0,0.12036395072937012
8462,"PLAN(oracle), clipped",8,2.5289867724395707,4096,2048,0.5,0.0,-0.12036395072937012
8463,"PLAN(paper), unclipped",8,2.5323108360401156,4096,2048,0.5,0.0,0.10951781272888184
8464,"PLAN(paper), clipped",8,2.5308456961346977,4096,2048,0.5,0.0,-0.10951781272888184
8465,"PLAN(noscale), unclipped",8,2.491547414939932,4096,2048,0.5,0.0,0.1079859733581543
8466,"PLAN(noscale), clipped",8,2.4883962972698206,4096,2048,0.5,0.0,-0.1079859733581543
8467,"instance optimal, unclipped",8,2.627636066880127,4096,2048,0.5,0.0,1.5076007843017578
8468,"instance optimal, clipped",8,2.6253647685117256,4096,2048,0.5,0.0,1.5076007843017578
8469,Empirical mean (non-private),8,2.4783007812499998,4096,2048,0.5,0.25,0.0
8470,"PLAN(oracle), unclipped",8,5.8088889097542555,4096,2048,0.5,0.25,1.3293511867523193
8471,"PLAN(oracle), clipped",8,5.807590901806655,4096,2048,0.5,0.25,-1.3293511867523193
8472,"PLAN(paper), unclipped",8,5.901875140844627,4096,2048,0.5,0.25,1.3053412437438965
8473,"PLAN(paper), clipped",8,5.90830043802494,4096,2048,0.5,0.25,-1.3053412437438965
8474,"PLAN(noscale), unclipped",8,7.802722197211661,4096,2048,0.5,0.25,1.477782964706421
8475,"PLAN(noscale), clipped",8,7.801207622878469,4096,2048,0.5,0.25,-1.477782964706421
8476,"instance optimal, unclipped",8,7.348668460714122,4096,2048,0.5,0.25,1.2545127868652344
8477,"instance optimal, clipped",8,7.348480435318689,4096,2048,0.5,0.25,1.2545127868652344
8478,Empirical mean (non-private),8,3.8084765625,4096,2048,0.5,0.5,0.0
8479,"PLAN(oracle), unclipped",8,9.062640418166655,4096,2048,0.5,0.5,2.6228792667388916
8480,"PLAN(oracle), clipped",8,9.063801626055557,4096,2048,0.5,0.5,-2.6228792667388916
8481,"PLAN(paper), unclipped",8,8.887781532407928,4096,2048,0.5,0.5,2.6258652210235596
8482,"PLAN(paper), clipped",8,8.884696228655844,4096,2048,0.5,0.5,-2.6258652210235596
8483,"PLAN(noscale), unclipped",8,10.967029751345027,4096,2048,0.5,0.5,2.5918779373168945
8484,"PLAN(noscale), clipped",8,10.969256071675513,4096,2048,0.5,0.5,-2.5918779373168945
8485,"instance optimal, unclipped",8,10.551514870277146,4096,2048,0.5,0.5,1.4201979637145996
8486,"instance optimal, clipped",8,10.54810709208501,4096,2048,0.5,0.5,1.4201979637145996
8487,Empirical mean (non-private),8,5.0945361328125,4096,2048,0.5,0.75,0.0
8488,"PLAN(oracle), unclipped",8,12.37984002463843,4096,2048,0.5,0.75,3.9886207580566406
8489,"PLAN(oracle), clipped",8,12.379690450190164,4096,2048,0.5,0.75,-3.9886207580566406
8490,"PLAN(paper), unclipped",8,12.462168185906386,4096,2048,0.5,0.75,3.9721930027008057
8491,"PLAN(paper), clipped",8,12.462982935645703,4096,2048,0.5,0.75,-3.9721930027008057
8492,"PLAN(noscale), unclipped",8,13.083784711793383,4096,2048,0.5,0.75,3.9298908710479736
8493,"PLAN(noscale), clipped",8,13.07662178835299,4096,2048,0.5,0.75,-3.9298908710479736
8494,"instance optimal, unclipped",8,12.5802170570551,4096,2048,0.5,0.75,1.3464386463165283
8495,"instance optimal, clipped",8,12.577195026840279,4096,2048,0.5,0.75,1.3464386463165283
8496,Empirical mean (non-private),8,6.4080810546875,4096,2048,0.5,1.0,0.0
8497,"PLAN(oracle), unclipped",8,14.839470470403208,4096,2048,0.5,1.0,5.396962404251099
8498,"PLAN(oracle), clipped",8,14.835814209274355,4096,2048,0.5,1.0,-5.396962404251099
8499,"PLAN(paper), unclipped",8,15.173630096437204,4096,2048,0.5,1.0,5.2749388217926025
8500,"PLAN(paper), clipped",8,15.167447071115127,4096,2048,0.5,1.0,-5.2749388217926025
8501,"PLAN(noscale), unclipped",8,15.466030147778305,4096,2048,0.5,1.0,5.240793228149414
8502,"PLAN(noscale), clipped",8,15.457690973214223,4096,2048,0.5,1.0,-5.240793228149414
8503,"instance optimal, unclipped",8,14.684778328509871,4096,2048,0.5,1.0,1.5878345966339111
8504,"instance optimal, clipped",8,14.682967212518989,4096,2048,0.5,1.0,1.5878345966339111
8505,Empirical mean (non-private),9,1.271318359375,4096,2048,0.5,0.0,0.0
8506,"PLAN(oracle), unclipped",9,2.4659807568034404,4096,2048,0.5,0.0,0.1163182258605957
8507,"PLAN(oracle), clipped",9,2.465341191590736,4096,2048,0.5,0.0,-0.1163182258605957
8508,"PLAN(paper), unclipped",9,2.574421237672202,4096,2048,0.5,0.0,0.11114788055419922
8509,"PLAN(paper), clipped",9,2.5744823347642165,4096,2048,0.5,0.0,-0.11114788055419922
8510,"PLAN(noscale), unclipped",9,2.5778734885382653,4096,2048,0.5,0.0,0.11010122299194336
8511,"PLAN(noscale), clipped",9,2.577499119244203,4096,2048,0.5,0.0,-0.11010122299194336
8512,"instance optimal, unclipped",9,2.74632617471576,4096,2048,0.5,0.0,1.3925678730010986
8513,"instance optimal, clipped",9,2.747595795136845,4096,2048,0.5,0.0,1.3925678730010986
8514,Empirical mean (non-private),9,2.655771484375,4096,2048,0.5,0.25,0.0
8515,"PLAN(oracle), unclipped",9,5.881352491488888,4096,2048,0.5,0.25,1.302258014678955
8516,"PLAN(oracle), clipped",9,5.880564598233386,4096,2048,0.5,0.25,-1.302258014678955
8517,"PLAN(paper), unclipped",9,5.980331203710644,4096,2048,0.5,0.25,1.3040084838867188
8518,"PLAN(paper), clipped",9,5.981598778579487,4096,2048,0.5,0.25,-1.3040084838867188
8519,"PLAN(noscale), unclipped",9,7.880440725542478,4096,2048,0.5,0.25,1.2948029041290283
8520,"PLAN(noscale), clipped",9,7.8854545342060955,4096,2048,0.5,0.25,-1.2948029041290283
8521,"instance optimal, unclipped",9,7.61880662382108,4096,2048,0.5,0.25,1.4864630699157715
8522,"instance optimal, clipped",9,7.620144829402676,4096,2048,0.5,0.25,1.4864630699157715
8523,Empirical mean (non-private),9,3.851943359375,4096,2048,0.5,0.5,0.0
8524,"PLAN(oracle), unclipped",9,9.173541563803422,4096,2048,0.5,0.5,2.659095048904419
8525,"PLAN(oracle), clipped",9,9.175339879712448,4096,2048,0.5,0.5,-2.659095048904419
8526,"PLAN(paper), unclipped",9,8.88245687900016,4096,2048,0.5,0.5,2.635571241378784
8527,"PLAN(paper), clipped",9,8.881728475438118,4096,2048,0.5,0.5,-2.635571241378784
8528,"PLAN(noscale), unclipped",9,10.772736471339414,4096,2048,0.5,0.5,2.616143226623535
8529,"PLAN(noscale), clipped",9,10.770097663184602,4096,2048,0.5,0.5,-2.616143226623535
8530,"instance optimal, unclipped",9,10.07376913696506,4096,2048,0.5,0.5,1.5349745750427246
8531,"instance optimal, clipped",9,10.074681033744486,4096,2048,0.5,0.5,1.5349745750427246
8532,Empirical mean (non-private),9,5.19876953125,4096,2048,0.5,0.75,0.0
8533,"PLAN(oracle), unclipped",9,12.242577190271316,4096,2048,0.5,0.75,4.098810911178589
8534,"PLAN(oracle), clipped",9,12.24201573820146,4096,2048,0.5,0.75,-4.098810911178589
8535,"PLAN(paper), unclipped",9,11.664266563452248,4096,2048,0.5,0.75,4.003966808319092
8536,"PLAN(paper), clipped",9,11.670424509906095,4096,2048,0.5,0.75,-4.003966808319092
8537,"PLAN(noscale), unclipped",9,13.345094711364355,4096,2048,0.5,0.75,4.109860897064209
8538,"PLAN(noscale), clipped",9,13.345630268174393,4096,2048,0.5,0.75,-4.109860897064209
8539,"instance optimal, unclipped",9,12.759502554981317,4096,2048,0.5,0.75,1.4951715469360352
8540,"instance optimal, clipped",9,12.758631345268153,4096,2048,0.5,0.75,1.4951715469360352
8541,Empirical mean (non-private),9,6.174560546875,4096,2048,0.5,1.0,0.0
8542,"PLAN(oracle), unclipped",9,14.77412477482415,4096,2048,0.5,1.0,5.2938525676727295
8543,"PLAN(oracle), clipped",9,14.771663449905866,4096,2048,0.5,1.0,-5.2938525676727295
8544,"PLAN(paper), unclipped",9,15.200144300467361,4096,2048,0.5,1.0,5.22884464263916
8545,"PLAN(paper), clipped",9,15.19936266126178,4096,2048,0.5,1.0,-5.22884464263916
8546,"PLAN(noscale), unclipped",9,14.898469210754893,4096,2048,0.5,1.0,5.296704292297363
8547,"PLAN(noscale), clipped",9,14.892862037649753,4096,2048,0.5,1.0,-5.296704292297363
8548,"instance optimal, unclipped",9,14.159911054303858,4096,2048,0.5,1.0,1.469855546951294
8549,"instance optimal, clipped",9,14.16159039962743,4096,2048,0.5,1.0,1.469855546951294
8550,Empirical mean (non-private),0,1.2363037109375,4096,2048,1.0,0.0,0.0
8551,"PLAN(oracle), unclipped",0,2.046223719620433,4096,2048,1.0,0.0,0.11692690849304199
8552,"PLAN(oracle), clipped",0,2.0451099813480145,4096,2048,1.0,0.0,-0.11692690849304199
8553,"PLAN(paper), unclipped",0,2.0067916900552554,4096,2048,1.0,0.0,0.11178755760192871
8554,"PLAN(paper), clipped",0,2.0050681963471453,4096,2048,1.0,0.0,-0.11178755760192871
8555,"PLAN(noscale), unclipped",0,1.9449887459011304,4096,2048,1.0,0.0,0.11063146591186523
8556,"PLAN(noscale), clipped",0,1.9442217502135475,4096,2048,1.0,0.0,-0.11063146591186523
8557,"instance optimal, unclipped",0,2.1119750883693094,4096,2048,1.0,0.0,1.4447767734527588
8558,"instance optimal, clipped",0,2.1107534643137305,4096,2048,1.0,0.0,1.4447767734527588
8559,Empirical mean (non-private),0,2.6112353515625,4096,2048,1.0,0.25,0.0
8560,"PLAN(oracle), unclipped",0,4.687458298287957,4096,2048,1.0,0.25,1.3170499801635742
8561,"PLAN(oracle), clipped",0,4.688223263946332,4096,2048,1.0,0.25,-1.3170499801635742
8562,"PLAN(paper), unclipped",0,4.5910710149502805,4096,2048,1.0,0.25,1.311302900314331
8563,"PLAN(paper), clipped",0,4.593004865671073,4096,2048,1.0,0.25,-1.311302900314331
8564,"PLAN(noscale), unclipped",0,6.06251679628544,4096,2048,1.0,0.25,1.3050987720489502
8565,"PLAN(noscale), clipped",0,6.062043033321469,4096,2048,1.0,0.25,-1.3050987720489502
8566,"instance optimal, unclipped",0,5.784390520757376,4096,2048,1.0,0.25,1.4743852615356445
8567,"instance optimal, clipped",0,5.786764213058681,4096,2048,1.0,0.25,1.4743852615356445
8568,Empirical mean (non-private),0,3.82939453125,4096,2048,1.0,0.5,0.0
8569,"PLAN(oracle), unclipped",0,7.104650562789358,4096,2048,1.0,0.5,2.7991979122161865
8570,"PLAN(oracle), clipped",0,7.113074302320915,4096,2048,1.0,0.5,-2.7991979122161865
8571,"PLAN(paper), unclipped",0,6.874859916441331,4096,2048,1.0,0.5,2.614445447921753
8572,"PLAN(paper), clipped",0,6.877692207305346,4096,2048,1.0,0.5,-2.614445447921753
8573,"PLAN(noscale), unclipped",0,8.09615221196774,4096,2048,1.0,0.5,2.682610273361206
8574,"PLAN(noscale), clipped",0,8.09948583294012,4096,2048,1.0,0.5,-2.682610273361206
8575,"instance optimal, unclipped",0,7.8476966850378345,4096,2048,1.0,0.5,1.463381290435791
8576,"instance optimal, clipped",0,7.846849083069095,4096,2048,1.0,0.5,1.463381290435791
8577,Empirical mean (non-private),0,5.1415234375,4096,2048,1.0,0.75,0.0
8578,"PLAN(oracle), unclipped",0,9.291684390577966,4096,2048,1.0,0.75,3.978135585784912
8579,"PLAN(oracle), clipped",0,9.29550014681696,4096,2048,1.0,0.75,-3.978135585784912
